Velocidad media
1,524
1,524
1,524
1,524
1,524
1,524
1,524
1,524
1,524
1,524
1,524
1,524
1,524
1,521818
1,523333
1,523333
1,53125
1,53125
1,530882
1,530882
1,530882
1,529851
1,530986
1,529333
1,529333
1,529333
1,529333
1,529333
1,529333
1,529333
1,529333
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,529445
1,529445
1,529445
1,529445
1,528495
1,528495
1,528495
1,528495
1,528646
1,528646
1,528646
1,527942
1,528218
1,526263
1,525521
1,524468
1,523119
1,522528
1,521512
1,522024
1,526786
1,525
1,523718
1,524343
1,520715
1,52197
1,522657
1,522501
1,522882
1,521552
1,52449
1,525532
1,525001
1,525001
1,523685
1,52353
1,526668
1,529168
1,529168
1,522729
1,525002
1,520835
1,520835
1,520835
1,522729
1,521055
1,505885
1,506252
1,504549
1,505004
1,505004
1,505004
1,505004
1,338893
1,506255
1,506255
1,506255
1,506255
1,506255
1,506255
1,507149
1,507149
1,507149
1,507149
1,507149
1,507149
1,507149
1,51668
1,51668
1,51668
1,51668
1,50002
1,500039
1,500039
1,500039
1,500039
1,500039
1,500039
1,500039
1,500039
0
0
0
0
0
0
0
0
0
0
0
