Velocidad media
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,504
1,506667
1,506667
1,507143
1,507143
1,507143
1,507143
1,507143
1,507143
1,507143
1,507143
1,50625
1,50625
1,50625
1,50625
1,50625
1,50625
1,50625
1,50625
1,50625
1,50625
1,50625
1,50625
1,50625
1,50625
1,459375
1,506667
1,511765
1,512121
1,510811
1,511111
1,511111
1,511111
1,511111
1,511111
1,511111
1,511111
1,511111
1,511111
1,511111
1,511428
1,511428
1,511765
1,511765
1,5125
1,5125
1,5125
1,5125
1,5125
1,512903
1,512903
1,513333
1,513333
1,518182
1,515625
1,516666
1,513793
1,513793
1,458621
1,510714
1,511538
1,5125
1,513043
1,514285
1,515789
1,515789
1,517647
1,517647
1,51875
1,52
1,52
1,52
1,52
1,52
1,521428
1,516666
1,516666
1,516666
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499999
1,499998
1,499998
1,499998
1,499998
1,499997
1,499997
1,499997
1,499997
1,499997
1,499997
1,499997
1,499997
1,499997
1,499997
1,499997
1,499997
1,499997
1,499997
0
