Rango Vision media
10,2
10,2
10,16129
10,19753
10,20168
10,1519
10,4083
10,23288
10,2
10,4811
10,53517
10,38953
10,38286
10,41854
10,39167
10,41713
10,41555
10,44772
10,44828
10,38874
10,57373
10,73067
10,4933
10,47671
10,4709
10,5
10,51053
10,42971
10,66491
10,37895
10,62963
10,49604
10,44118
10,47139
10,49176
10,43296
10,45786
10,38551
10,45665
10,66471
10,70326
10,45808
10,46296
10,53481
10,47231
10,64333
10,71761
10,59468
10,59866
10,49153
10,56098
10,52465
10,55396
10,54643
10,55556
10,51903
10,59364
10,56679
10,86842
10,62825
10,91971
10,61594
10,62082
10,60507
10,50741
10,66667
10,70849
10,99621
10,68441
10,73077
11,37891
10,75849
10,94007
10,74627
10,73234
10,73684
10,76471
10,73381
10,73118
10,95018
10,72791
10,77419
10,65591
10,75972
10,94565
11,05
10,74564
10,67586
10,73288
10,74306
11,01761
10,84247
10,84014
10,8488
10,82105
10,8741
10,89324
10,89568
11,16
10,90391
10,91636
10,88148
10,94853
10,95273
11,26354
10,96071
10,95122
10,96113
10,92908
10,92632
10,95593
10,85616
10,94386
10,96552
11,24315
11,4678
10,93791
10,98344
11,22789
11,34754
10,95498
10,94006
10,92
10,9257
10,89759
10,8697
10,9039
11,32831
10,99133
10,98
11,17429
10,90634
10,96944
10,90169
10,93768
11,17714
10,96056
10,94972
10,95702
10,95702
10,91501
11,48451
10,99728
11,18306
11,00268
11,00526
10,95455
11,0545
11,20718
11,03878
11,02825
11,03631
11,02486
11,07692
11,06304
11,0419
11,07013
11,10499
11,09922
11,10818
