Rango Vision media
10,216
10,21774
10,2092
10,16239
10,19214
10,13393
10,69828
10,72941
10,5
10,78405
10,43804
10,43117
10,45932
10,49883
10,52711
10,75165
10,52268
10,48026
10,5
10,49342
10,54348
10,53419
10,53478
10,54036
10,47204
10,68928
10,53187
10,53244
10,49771
10,55765
10,53286
10,53682
10,56325
10,53941
10,53483
10,53133
10,5827
10,54737
10,5847
10,54571
10,5549
10,59006
10,62013
10,55298
10,63121
10,57621
10,60886
10,69065
10,67972
10,57407
10,66279
10,67742
10,70539
10,675
10,72532
10,56
10,73113
10,72727
10,62162
10,73295
10,75439
10,79874
10,8125
10,76282
10,57333
10,87234
10,92424
10,92857
10,85714
10,87931
10,89286
10,86207
10,98214
10,95652
10,77193
10,88991
11
11,01905
11,03883
10,99065
10,98165
10,89815
10,93269
11,04902
11,04854
10,95098
11,07071
11,08654
11,95413
11,09016
11,09917
11,09917
10,99206
11,08871
11,09756
11,09836
11,10744
11,17969
11,25758
11,23664
11,23664
11,22603
11,22603
11,23448
11,19333
11,20134
11,13513
11,21918
11,20261
11,21053
11,21053
11,21192
11,22
11,13939
11,10465
11,11732
11,06736
11,04568
11,07389
11,08213
11,11005
11,11005
11,15278
11,12054
11,16017
11,15284
11,09796
11,05714
11,092
11,72157
11,11567
11,37828
11,61644
11,68771
11,36539
11,36709
11,39812
11,42331
11,44545
11,43373
11,33718
